file,pred_author
147604newsML.txt,RobinSidel
196812newsML.txt,RobinSidel
219316newsML.txt,JohnMastrini
251225newsML.txt,SarahDavison
177958newsML.txt,AaronPressman
163815newsML.txt,RobinSidel
198999newsML.txt,RobinSidel
196990newsML.txt,AaronPressman
110986newsML.txt,AaronPressman
216335newsML.txt,RobinSidel
153574newsML.txt,RobinSidel
207287newsML.txt,RobinSidel
142837newsML.txt,AaronPressman
168806newsML.txt,AaronPressman
163749newsML.txt,RobinSidel
147744newsML.txt,RobinSidel
166722newsML.txt,AaronPressman
156766newsML.txt,RobinSidel
163771newsML.txt,AaronPressman
168531newsML.txt,RobinSidel
104639newsML.txt,AaronPressman
257938newsML.txt,AaronPressman
140433newsML.txt,JohnMastrini
137061newsML.txt,RobinSidel
105455newsML.txt,AaronPressman
10726newsML.txt,RobinSidel
144598newsML.txt,AaronPressman
186416newsML.txt,AaronPressman
220676newsML.txt,JohnMastrini
122605newsML.txt,AaronPressman
168654newsML.txt,AaronPressman
196693newsML.txt,AaronPressman
110827newsML.txt,AaronPressman
113551newsML.txt,AaronPressman
264190newsML.txt,JohnMastrini
164273newsML.txt,AaronPressman
243684newsML.txt,AaronPressman
143798newsML.txt,AaronPressman
259306newsML.txt,AaronPressman
172865newsML.txt,JohnMastrini
129717newsML.txt,AaronPressman
156978newsML.txt,AaronPressman
207288newsML.txt,RobinSidel
175201newsML.txt,AaronPressman
206638newsML.txt,RobinSidel
129289newsML.txt,JohnMastrini
255995newsML.txt,SarahDavison
173005newsML.txt,AaronPressman
243641newsML.txt,AaronPressman
173947newsML.txt,RobinSidel
245918newsML.txt,JohnMastrini
169353newsML.txt,JohnMastrini
293211newsML.txt,AaronPressman
103703newsML.txt,AaronPressman
318451newsML.txt,AaronPressman
159726newsML.txt,AaronPressman
263781newsML.txt,AaronPressman
114005newsML.txt,AaronPressman
107881newsML.txt,AaronPressman
123245newsML.txt,AaronPressman
266599newsML.txt,AaronPressman
308394newsML.txt,AaronPressman
105018newsML.txt,AaronPressman
248885newsML.txt,RobinSidel
262566newsML.txt,JohnMastrini
163468newsML.txt,AaronPressman
295731newsML.txt,AaronPressman
324280newsML.txt,AaronPressman
236661newsML.txt,JohnMastrini
209593newsML.txt,AaronPressman
230857newsML.txt,RobinSidel
202315newsML.txt,AaronPressman
263722newsML.txt,AaronPressman
27013newsML.txt,RobinSidel
305426newsML.txt,AaronPressman
156303newsML.txt,JohnMastrini
219830newsML.txt,RobinSidel
199480newsML.txt,AaronPressman
185549newsML.txt,JohnMastrini
266625newsML.txt,AaronPressman
269386newsML.txt,AaronPressman
206315newsML.txt,RobinSidel
147283newsML.txt,AaronPressman
130255newsML.txt,AaronPressman
269345newsML.txt,AaronPressman
241692newsML.txt,AaronPressman
298904newsML.txt,AaronPressman
318404newsML.txt,RobinSidel
314644newsML.txt,AaronPressman
166151newsML.txt,RobinSidel
224891newsML.txt,AaronPressman
153131newsML.txt,AaronPressman
116673newsML.txt,AaronPressman
102195newsML.txt,AaronPressman
239652newsML.txt,AaronPressman
166214newsML.txt,AaronPressman
260916newsML.txt,JohnMastrini
239689newsML.txt,AaronPressman
182130newsML.txt,JohnMastrini
294148newsML.txt,AaronPressman
271793newsML.txt,RobinSidel
170654newsML.txt,RobinSidel
264379newsML.txt,RobinSidel
299663newsML.txt,AaronPressman
331262newsML.txt,AaronPressman
128940newsML.txt,AaronPressman
315358newsML.txt,RobinSidel
183605newsML.txt,AaronPressman
173933newsML.txt,RobinSidel
298368newsML.txt,AaronPressman
124768newsML.txt,RobinSidel
113206newsML.txt,AaronPressman
271795newsML.txt,RobinSidel
271894newsML.txt,RobinSidel
185419newsML.txt,JohnMastrini
290979newsML.txt,SarahDavison
189198newsML.txt,SamuelPerry
200795newsML.txt,AaronPressman
129309newsML.txt,RobinSidel
120392newsML.txt,AaronPressman
287796newsML.txt,SarahDavison
123800newsML.txt,RobinSidel
160557newsML.txt,AaronPressman
313088newsML.txt,RobinSidel
307652newsML.txt,AaronPressman
104417newsML.txt,AaronPressman
121032newsML.txt,RobinSidel
117158newsML.txt,AaronPressman
160129newsML.txt,AaronPressman
272490newsML.txt,RobinSidel
287103newsML.txt,AaronPressman
218300newsML.txt,RobinSidel
146032newsML.txt,AaronPressman
311972newsML.txt,AaronPressman
101520newsML.txt,AaronPressman
331500newsML.txt,RobinSidel
167199newsML.txt,AaronPressman
183208newsML.txt,AaronPressman
202658newsML.txt,RobinSidel
150572newsML.txt,JohnMastrini
309316newsML.txt,AaronPressman
285535newsML.txt,AaronPressman
181666newsML.txt,AaronPressman
330773newsML.txt,AaronPressman
311931newsML.txt,RobinSidel
108366newsML.txt,AaronPressman
203674newsML.txt,RobinSidel
172988newsML.txt,SarahDavison
157930newsML.txt,AaronPressman
283247newsML.txt,AaronPressman
288745newsML.txt,AaronPressman
183243newsML.txt,JohnMastrini
120404newsML.txt,AaronPressman
122415newsML.txt,AaronPressman
124763newsML.txt,AaronPressman
119156newsML.txt,RobinSidel
375668newsML.txt,AaronPressman
184787newsML.txt,AaronPressman
287614newsML.txt,AaronPressman
307864newsML.txt,AaronPressman
105491newsML.txt,AaronPressman
40606newsML.txt,RobinSidel
379600newsML.txt,AaronPressman
270352newsML.txt,RobinSidel
269990newsML.txt,RobinSidel
288623newsML.txt,AaronPressman
186387newsML.txt,AaronPressman
357313newsML.txt,AaronPressman
305809newsML.txt,JohnMastrini
152528newsML.txt,JohnMastrini
298475newsML.txt,AaronPressman
320765newsML.txt,AaronPressman
360346newsML.txt,AaronPressman
239967newsML.txt,JohnMastrini
13865newsML.txt,RobinSidel
261401newsML.txt,AaronPressman
309322newsML.txt,AaronPressman
22201newsML.txt,AaronPressman
13406newsML.txt,RobinSidel
269817newsML.txt,RobinSidel
239435newsML.txt,JohnMastrini
324861newsML.txt,AaronPressman
418479newsML.txt,JohnMastrini
372558newsML.txt,AaronPressman
257827newsML.txt,AaronPressman
237057newsML.txt,JohnMastrini
328867newsML.txt,AaronPressman
285409newsML.txt,AaronPressman
13958newsML.txt,AaronPressman
233199newsML.txt,AaronPressman
102530newsML.txt,AaronPressman
353261newsML.txt,AaronPressman
299336newsML.txt,JohnMastrini
406455newsML.txt,AaronPressman
363969newsML.txt,AaronPressman
245471newsML.txt,JohnMastrini
323784newsML.txt,AaronPressman
234177newsML.txt,AaronPressman
186990newsML.txt,AaronPressman
269791newsML.txt,AaronPressman
245686newsML.txt,RobinSidel
294823newsML.txt,AaronPressman
344993newsML.txt,RobinSidel
242939newsML.txt,RobinSidel
167802newsML.txt,AaronPressman
299957newsML.txt,RobinSidel
148240newsML.txt,RobinSidel
300358newsML.txt,AaronPressman
297151newsML.txt,AaronPressman
29051newsML.txt,RobinSidel
100554newsML.txt,AaronPressman
137871newsML.txt,AaronPressman
342301newsML.txt,AaronPressman
202086newsML.txt,AaronPressman
130040newsML.txt,AaronPressman
263503newsML.txt,SamuelPerry
247024newsML.txt,RobinSidel
167342newsML.txt,AaronPressman
290471newsML.txt,RobinSidel
364126newsML.txt,SarahDavison
34037newsML.txt,AaronPressman
216670newsML.txt,AaronPressman
222292newsML.txt,RobinSidel
223148newsML.txt,JohnMastrini
180577newsML.txt,JohnMastrini
344889newsML.txt,AaronPressman
185661newsML.txt,AaronPressman
324101newsML.txt,AaronPressman
300369newsML.txt,AaronPressman
263500newsML.txt,SamuelPerry
