file,pred_author
147604newsML.txt,EricAuchard
196812newsML.txt,EricAuchard
219316newsML.txt,EricAuchard
251225newsML.txt,RobinSidel
177958newsML.txt,KevinDrawbaugh
163815newsML.txt,EricAuchard
198999newsML.txt,EricAuchard
196990newsML.txt,EricAuchard
110986newsML.txt,EricAuchard
216335newsML.txt,EricAuchard
153574newsML.txt,EricAuchard
207287newsML.txt,RobinSidel
142837newsML.txt,EricAuchard
168806newsML.txt,RobinSidel
163749newsML.txt,EricAuchard
147744newsML.txt,EricAuchard
166722newsML.txt,KevinDrawbaugh
156766newsML.txt,EricAuchard
163771newsML.txt,KevinDrawbaugh
168531newsML.txt,RobinSidel
104639newsML.txt,EricAuchard
257938newsML.txt,EricAuchard
140433newsML.txt,RobinSidel
137061newsML.txt,EricAuchard
105455newsML.txt,EricAuchard
10726newsML.txt,EricAuchard
144598newsML.txt,EricAuchard
186416newsML.txt,RobinSidel
220676newsML.txt,EricAuchard
122605newsML.txt,EricAuchard
168654newsML.txt,RobinSidel
196693newsML.txt,EricAuchard
110827newsML.txt,EricAuchard
113551newsML.txt,EricAuchard
264190newsML.txt,EricAuchard
164273newsML.txt,KevinDrawbaugh
243684newsML.txt,EricAuchard
143798newsML.txt,EricAuchard
259306newsML.txt,EricAuchard
172865newsML.txt,EricAuchard
129717newsML.txt,EricAuchard
156978newsML.txt,EricAuchard
207288newsML.txt,RobinSidel
175201newsML.txt,KevinDrawbaugh
206638newsML.txt,RobinSidel
129289newsML.txt,EricAuchard
255995newsML.txt,RobinSidel
173005newsML.txt,EricAuchard
243641newsML.txt,EricAuchard
173947newsML.txt,RobinSidel
245918newsML.txt,EricAuchard
169353newsML.txt,EricAuchard
293211newsML.txt,EricAuchard
103703newsML.txt,EricAuchard
318451newsML.txt,EricAuchard
159726newsML.txt,EricAuchard
263781newsML.txt,EricAuchard
114005newsML.txt,EricAuchard
107881newsML.txt,EricAuchard
123245newsML.txt,EricAuchard
266599newsML.txt,EricAuchard
308394newsML.txt,EricAuchard
105018newsML.txt,EricAuchard
248885newsML.txt,EricAuchard
262566newsML.txt,EricAuchard
163468newsML.txt,LynneO'Donnell
295731newsML.txt,EricAuchard
324280newsML.txt,EricAuchard
236661newsML.txt,LynneO'Donnell
209593newsML.txt,EricAuchard
230857newsML.txt,EricAuchard
202315newsML.txt,EricAuchard
263722newsML.txt,EricAuchard
27013newsML.txt,EricAuchard
305426newsML.txt,EricAuchard
156303newsML.txt,LynneO'Donnell
219830newsML.txt,EricAuchard
199480newsML.txt,EricAuchard
185549newsML.txt,EricAuchard
266625newsML.txt,KevinDrawbaugh
269386newsML.txt,EricAuchard
206315newsML.txt,LynneO'Donnell
147283newsML.txt,EricAuchard
130255newsML.txt,EricAuchard
269345newsML.txt,EricAuchard
241692newsML.txt,EricAuchard
298904newsML.txt,KevinDrawbaugh
318404newsML.txt,EricAuchard
314644newsML.txt,LynneO'Donnell
166151newsML.txt,EricAuchard
224891newsML.txt,EricAuchard
153131newsML.txt,LydiaZajc
116673newsML.txt,SamuelPerry
102195newsML.txt,EricAuchard
