file,pred_author
147604newsML.txt,NickLouth
196812newsML.txt,NickLouth
219316newsML.txt,NickLouth
251225newsML.txt,NickLouth
177958newsML.txt,NickLouth
163815newsML.txt,NickLouth
198999newsML.txt,NickLouth
196990newsML.txt,NickLouth
110986newsML.txt,NickLouth
216335newsML.txt,NickLouth
153574newsML.txt,NickLouth
207287newsML.txt,NickLouth
142837newsML.txt,NickLouth
168806newsML.txt,NickLouth
163749newsML.txt,NickLouth
147744newsML.txt,NickLouth
166722newsML.txt,NickLouth
156766newsML.txt,NickLouth
163771newsML.txt,NickLouth
168531newsML.txt,NickLouth
104639newsML.txt,NickLouth
257938newsML.txt,NickLouth
140433newsML.txt,NickLouth
137061newsML.txt,NickLouth
105455newsML.txt,NickLouth
10726newsML.txt,NickLouth
144598newsML.txt,NickLouth
186416newsML.txt,NickLouth
220676newsML.txt,NickLouth
122605newsML.txt,NickLouth
168654newsML.txt,NickLouth
196693newsML.txt,NickLouth
110827newsML.txt,NickLouth
113551newsML.txt,NickLouth
264190newsML.txt,NickLouth
164273newsML.txt,NickLouth
243684newsML.txt,NickLouth
143798newsML.txt,NickLouth
259306newsML.txt,NickLouth
172865newsML.txt,NickLouth
129717newsML.txt,NickLouth
156978newsML.txt,NickLouth
207288newsML.txt,NickLouth
175201newsML.txt,NickLouth
206638newsML.txt,NickLouth
129289newsML.txt,NickLouth
255995newsML.txt,NickLouth
173005newsML.txt,NickLouth
243641newsML.txt,NickLouth
173947newsML.txt,NickLouth
245918newsML.txt,NickLouth
169353newsML.txt,NickLouth
293211newsML.txt,NickLouth
103703newsML.txt,NickLouth
318451newsML.txt,NickLouth
159726newsML.txt,NickLouth
263781newsML.txt,NickLouth
114005newsML.txt,NickLouth
107881newsML.txt,NickLouth
123245newsML.txt,JanLopatka
266599newsML.txt,NickLouth
308394newsML.txt,NickLouth
105018newsML.txt,NickLouth
248885newsML.txt,NickLouth
262566newsML.txt,NickLouth
163468newsML.txt,JanLopatka
295731newsML.txt,NickLouth
324280newsML.txt,NickLouth
236661newsML.txt,NickLouth
209593newsML.txt,NickLouth
230857newsML.txt,JanLopatka
