file,pred_author
147604newsML.txt,LynnleyBrowning
196812newsML.txt,KouroshKarimkhany
219316newsML.txt,LynnleyBrowning
251225newsML.txt,KouroshKarimkhany
177958newsML.txt,LynnleyBrowning
163815newsML.txt,LynnleyBrowning
198999newsML.txt,LynnleyBrowning
196990newsML.txt,KouroshKarimkhany
110986newsML.txt,LynnleyBrowning
216335newsML.txt,KouroshKarimkhany
153574newsML.txt,KouroshKarimkhany
207287newsML.txt,LynnleyBrowning
142837newsML.txt,LynnleyBrowning
168806newsML.txt,KouroshKarimkhany
163749newsML.txt,LynnleyBrowning
147744newsML.txt,LynnleyBrowning
166722newsML.txt,LynnleyBrowning
156766newsML.txt,KouroshKarimkhany
163771newsML.txt,MureDickie
168531newsML.txt,AlanCrosby
104639newsML.txt,LynnleyBrowning
257938newsML.txt,LynnleyBrowning
140433newsML.txt,LynnleyBrowning
137061newsML.txt,LynnleyBrowning
105455newsML.txt,LynnleyBrowning
10726newsML.txt,LynnleyBrowning
144598newsML.txt,LynnleyBrowning
186416newsML.txt,LynnleyBrowning
220676newsML.txt,LynnleyBrowning
122605newsML.txt,LynnleyBrowning
168654newsML.txt,LynnleyBrowning
196693newsML.txt,KouroshKarimkhany
110827newsML.txt,LynnleyBrowning
113551newsML.txt,LynnleyBrowning
264190newsML.txt,LynnleyBrowning
164273newsML.txt,MureDickie
243684newsML.txt,KouroshKarimkhany
143798newsML.txt,LynnleyBrowning
259306newsML.txt,LynnleyBrowning
172865newsML.txt,LynnleyBrowning
129717newsML.txt,LynnleyBrowning
156978newsML.txt,LynnleyBrowning
207288newsML.txt,LynnleyBrowning
175201newsML.txt,LynnleyBrowning
206638newsML.txt,LynnleyBrowning
129289newsML.txt,LynnleyBrowning
255995newsML.txt,KouroshKarimkhany
173005newsML.txt,LynnleyBrowning
243641newsML.txt,LynnleyBrowning
173947newsML.txt,AlanCrosby
245918newsML.txt,LynnleyBrowning
169353newsML.txt,LynnleyBrowning
293211newsML.txt,LynnleyBrowning
103703newsML.txt,LynnleyBrowning
318451newsML.txt,LynnleyBrowning
159726newsML.txt,LynnleyBrowning
263781newsML.txt,MureDickie
114005newsML.txt,LynnleyBrowning
107881newsML.txt,LynnleyBrowning
123245newsML.txt,LynnleyBrowning
266599newsML.txt,KouroshKarimkhany
308394newsML.txt,KouroshKarimkhany
105018newsML.txt,LynnleyBrowning
248885newsML.txt,KouroshKarimkhany
262566newsML.txt,LynnleyBrowning
163468newsML.txt,KouroshKarimkhany
295731newsML.txt,LynnleyBrowning
324280newsML.txt,LynnleyBrowning
