,0,1,2,3,4
0,0.9999999999999817,0.08669605953824477,0.03662419884003919,0.09911128193060105,0.09329079114361304
1,0.08669605953824477,0.9999999999999797,0.04232412283241498,0.05962367453243104,0.07398724778284463
2,0.03662419884003919,0.04232412283241498,0.9999999999999727,0.04369092953681253,0.036506131564136575
3,0.09911128193060105,0.05962367453243104,0.04369092953681253,0.9999999999999716,0.2271166434846491
4,0.09329079114361304,0.07398724778284463,0.036506131564136575,0.2271166434846491,0.9999999999999659
5,0.046681655866795416,0.04238694514421368,0.03251744972455154,0.0651692210313878,0.061947487150350034
6,0.0491926636069758,0.0527921628417086,0.026706655429523624,0.059195444658764515,0.048154738488559695
7,0.07142454977347357,0.6846427139804248,0.04359350356428852,0.044059769306972835,0.06020495282143255
8,0.061928436265681314,0.04316479060483979,0.0235551450473009,0.03670300055881334,0.03608610511498754
9,0.0643973110240912,0.06586879837075459,0.044211403684002656,0.054635880744335466,0.06342772771949207
10,0.04746006554994619,0.0514637266194935,0.034643949582704746,0.07869863806163606,0.06371856606454607
11,0.09917079116529899,0.06758512826525113,0.040085842552239875,0.2259097589106504,0.2984636787131992
12,0.040600122478923355,0.0560930880112811,0.03137880458547374,0.06225410670406956,0.043590531698464226
13,0.0945290837180601,0.07597134636809078,0.03026494704331362,0.20621057834765524,0.18469010862326318
14,0.051331921311554764,0.04930919283771143,0.029766619364464238,0.06957452186870833,0.0556681624601589
15,0.7159847800737758,0.08386354862198861,0.04787847107274277,0.09720165375357213,0.06687539028672669
16,0.08093068561249178,0.06566880706849508,0.04462613163115533,0.17683459776662194,0.18944860181883955
17,0.08471644995149206,0.05683946750715463,0.05775214096929674,0.06543573233719203,0.038469661006730105
18,0.08557899949389396,0.05598506243131141,0.03410438314522368,0.17418553115710173,0.25163096181557293
19,0.12096440457187604,0.10814749560728751,0.047665824883706964,0.17840669488457878,0.3037736094004651
20,0.039849487832245734,0.03719062471816405,0.018792346516055405,0.04663694858634161,0.03797069508282285
21,0.04362497391301855,0.05484343545887984,0.033715644430924105,0.048491906516422836,0.06416551321824357
22,0.045168123511056056,0.07329151287133735,0.042126744659821656,0.06597402702147097,0.054582374583782324
23,0.07417197175558289,0.12143883530555212,0.044885833898800895,0.15133066638952822,0.17458267807234085
24,0.07272082858152881,0.05851495624848595,0.0266366730362324,0.044480574714392526,0.041017626551359924
25,0.07312586522145297,0.062141512040592824,0.03424166575525016,0.06133554178923454,0.10346347097347454
26,0.041827279104831624,0.06319105109531224,0.02814725861221754,0.06252042127567944,0.05380069632035768
27,0.09034597860776412,0.03397901929281428,0.04603109933914818,0.2119709924704055,0.26264964628892307
28,0.03662419884003919,0.04232412283241498,0.9999999999999727,0.04369092953681253,0.036506131564136575
29,0.056893675629001626,0.06829610079888396,0.03620194782571134,0.03735113675117423,0.07283756691712942
30,0.06952120689100667,0.04790150896056535,0.04092189679719291,0.14890695827476338,0.272915824598567
31,0.08491411904163547,0.5518614428053449,0.014823950552622566,0.03966001085548795,0.05204711768803346
32,0.061928436265681314,0.04316479060483979,0.0235551450473009,0.03670300055881334,0.03608610511498754
33,0.330366199590185,0.06178687230458498,0.05452216155876035,0.04912966958115933,0.03858509540549654
34,0.0869819683887654,0.08836368317865918,0.03731619592345166,0.09408930291238439,0.11172230711983658
35,0.08445792813676042,0.0552516669687534,0.03365762112039368,0.17190372825028868,0.24833463601686426
36,0.06167737452453362,0.069290149237169,0.042896370641725294,0.01955450122490858,0.032691393026673954
37,0.03421498548373747,0.03868239828222076,0.01803994065984639,0.0444238739578667,0.07666714324386481
38,0.04323132485504724,0.05444366302171516,0.028780497481087134,0.044752601124799216,0.06431226873081673
39,0.09047170849739164,0.040807398861976645,0.04493532334244836,0.04131738951001372,0.045974131204578085
40,0.04143263795111042,0.08654278424128016,0.05279705769692376,0.03715944044246694,0.059202972821062294
41,0.03729103065515856,0.03431728910610226,0.03698532313969671,0.01747666216106664,0.0217134217133386
42,0.10146446931834362,0.061066904686709715,0.04290971874342848,0.22996625811405114,0.3082727905616746
43,0.07887439520409639,0.06372255109568696,0.0333004950375361,0.21089236865922212,0.7243012576595332
44,0.12265470046567599,0.06907058024922065,0.037216475189075865,0.2156744375775849,0.28278378274019433
45,0.14040137679299206,0.12849007546020724,0.04184700853094239,0.07577074138716697,0.08819510731954203
46,0.10264947789325185,0.06407020320305178,0.04733881018028019,0.9430377064146038,0.22512112046476032
47,0.021103950383642555,0.013939455220336388,0.03442942953765006,0.022638379430929167,0.009246927279281728
48,0.06534329198733793,0.0755791511767864,0.051328985113456245,0.024289318166555773,0.052472250524620664
49,0.12096440457187604,0.10814749560728751,0.047665824883706964,0.17840669488457878,0.3037736094004651
50,0.026271272563009065,0.019569055461054502,0.025038084930808092,0.035681266484535,0.029689190274245252
51,0.031106888637196583,0.02051141947170094,0.02423851094866264,0.02027177959932274,0.043212371033955504
52,0.023068750683361717,0.028262244078541852,0.015441885360857112,0.03693388033921937,0.03305189032462686
53,0.014827961464418475,0.019953444652269177,0.01820157622079768,0.033242318816607004,0.016963402896496567
54,0.018358950046734167,0.01750135999864049,0.003454509896343542,0.03260993204122717,0.016787748365545006
55,0.018338686816380883,0.03686160547269287,0.014652328543006712,0.02698003202674394,0.019036048978655414
56,0.02212620738786887,0.022690217234756293,0.025878792777622495,0.02326269950371831,0.03787630230200526
57,0.04650471941111414,0.04512085519666111,0.017530935479114985,0.020051050707691302,0.028334856279028507
58,0.03612084066401852,0.01704965009980786,0.006003423717372612,0.02633526756825195,0.025168177061146258
59,0.04301756110396504,0.02609023068750708,0.009319097228440544,0.05316311213818679,0.026972997456158936
60,0.02102267003003587,0.017365798620114035,0.015823310049401774,0.020061561887080456,0.009271770369342937
61,0.0209053821784109,0.02394201910068667,0.0252409996620636,0.021564771482328052,0.02553087934009927
62,0.025024608110072233,0.03899293140239361,0.021447879156421063,0.019633639271191158,0.009869709283304308
63,0.03213974379549826,0.03402305881738199,0.013302662345907056,0.02789155727807874,0.031880613366264465
64,0.03595934781801554,0.02344578140135207,0.01964585899270284,0.0506161970485866,0.040840083596679365
65,0.027959349140221898,0.0262500609679979,0.026720016723594756,0.03601789823220059,0.038575931682200054
66,0.0265214325659576,0.013314000562125212,0.007402245816001885,0.015368900454881828,0.012619709839065109
67,0.019596376275433165,0.030082480951870424,0.017246018401266782,0.021947366364863188,0.02312969966922475
68,0.025250991585318093,0.020933761191953976,0.03487127814130528,0.037671733258802055,0.021175947807441187
69,0.022755180403840287,0.03680906197546559,0.013992799260616993,0.010216268494487828,0.014351038425450567
70,0.019430981771243028,0.01754482154489731,0.02039620418514844,0.04018314012753639,0.041829664412002934
71,0.035527363491816163,0.03167555961819569,0.010500570604611702,0.027293857196446395,0.0270744145538316
72,0.013753943254747557,0.02555148643339054,0.03367679605707442,0.03674782115548188,0.04710994853948194
73,0.02674556438565443,0.021795156940213174,0.026088745530822712,0.0216284420264436,0.019530010169856577
74,0.02245262891335128,0.031862694244133655,0.019443678099063527,0.04562915283208372,0.020859810725018007
75,0.05683342628153985,0.030878376640856034,0.02128817569056493,0.05802830290611455,0.04168098858433691
76,0.0372879847716019,0.03260894596799942,0.01942284190351968,0.04874985333431914,0.028161130653944984
77,0.04376224797957636,0.03392278501599605,0.017037780634670742,0.035005814448437166,0.03398102117447612
